,pais_origem,pais_visitado,dist_origem,dist_paisvist,k6_returner,k6_explorer,k6_root_cat,k6_sub_cat,k10_returner,k10_explorer,k10_root_cat,k10_sub_cat,all_sub_cat,all_root_cat
38455649_FROM_US_IN_BR,US,BR,2.2122811692,3.0593702241,1,0,"Residence,Food,Travel & Transport,Food,Travel & Transport,Travel & Transport","Home (private),Brazilian Restaurant,Airport,Coffee Shop,Airport,Airport",1,0,"Residence,Food,Travel & Transport,Food,Travel & Transport,Travel & Transport,Travel & Transport,Professional & Other Places,College & University,Travel & Transport","Home (private),Brazilian Restaurant,Airport,Coffee Shop,Airport,Airport,Airport,Hospital,College Gym,Hotel","Home (private),Brazilian Restaurant,Airport,Coffee Shop,Hospital,College Gym,Hotel,College Track","Residence,Food,Travel & Transport,Professional & Other Places,College & University"
2454150_FROM_US_IN_JP,US,JP,1.8248574279,0.447850434,1,0,"Outdoors & Recreation,Outdoors & Recreation,Travel & Transport,Travel & Transport,Travel & Transport,Travel & Transport","Neighborhood,Neighborhood,Bus Station,Motel,Road,Train Station",1,0,"Outdoors & Recreation,Outdoors & Recreation,Travel & Transport,Travel & Transport,Travel & Transport,Travel & Transport,Travel & Transport,Professional & Other Places,Travel & Transport,Travel & Transport","Neighborhood,Neighborhood,Bus Station,Motel,Road,Train Station,Train Station,Doctor's Office,Train Station,Bus Line","Neighborhood,Bus Station,Motel,Road,Train Station,Doctor's Office,Bus Line,Bank,City,High School,Conference,Brewery,Bowling Alley,Convention Center,Bar,Shop & Service,Gastropub,Pub,Dive Bar,Chinese Restaurant,Automotive Shop,Intersection,River,Train,Lounge,Subway,General College & University,State,Police Station,Other Great Outdoors,Dog Run,Hockey Arena,Office,Festival,Liquor Store,Airport Terminal,Tourist Information Center,Moving Target,College Lab,Rental Car Location,General Entertainment,Platform,Nightclub,Theater,Burger Joint,American Restaurant,Food Court,Mexican Restaurant,Grocery Store,Hot Dog Joint,Gas Station / Garage,Rest Area,Gourmet Shop,Discount Store,Food & Drink Shop,Karaoke Bar,Cheese Shop,Gift Shop,Hotel,Miscellaneous Shop,Trail,Airport Gate,Fried Chicken Joint,General Travel,Fast Food Restaurant,Laundry Service,Cajun / Creole Restaurant,Garden,Government Building,Speakeasy","Outdoors & Recreation,Travel & Transport,Professional & Other Places,Shop & Service,Event,Nightlife Spot,Arts & Entertainment,Food,College & University"
5863585_FROM_GB_IN_US,GB,US,1.9617818966,2.0601509166,1,0,"Nightlife Spot,Arts & Entertainment,Nightlife Spot,Outdoors & Recreation,Food,Food","Pub,Bowling Alley,Pub,Park,Restaurant,Steakhouse",1,0,"Nightlife Spot,Arts & Entertainment,Nightlife Spot,Outdoors & Recreation,Food,Food,Nightlife Spot,Shop & Service,Food,Professional & Other Places","Pub,Bowling Alley,Pub,Park,Restaurant,Steakhouse,Bar,Salon / Barbershop,Café,Dentist's Office","Pub,Bowling Alley,Park,Restaurant,Steakhouse,Bar,Salon / Barbershop,Café,Dentist's Office,Mexican Restaurant,Sushi Restaurant,Fish & Chips Shop,Indian Restaurant,Brewery,Music Venue,Furniture / Home Store,Dim Sum Restaurant,Mall,Bike Shop,Airport,Airport Terminal,Concert Hall","Nightlife Spot,Arts & Entertainment,Outdoors & Recreation,Food,Shop & Service,Professional & Other Places,Travel & Transport"
17212461_FROM_MX_IN_US,MX,US,2.5928448396,2.1309235973,0,1,"Nightlife Spot,Nightlife Spot,Food,Arts & Entertainment,Food,Food","Bar,Nightclub,Seafood Restaurant,Rock Club,Taco Place,Restaurant",0,1,"Nightlife Spot,Nightlife Spot,Food,Arts & Entertainment,Food,Food,Food,Arts & Entertainment,Food,Travel & Transport","Bar,Nightclub,Seafood Restaurant,Rock Club,Taco Place,Restaurant,Seafood Restaurant,Soccer Stadium,French Restaurant,Airport","Bar,Nightclub,Seafood Restaurant,Rock Club,Taco Place,Restaurant,Soccer Stadium,French Restaurant,Airport,Clothing Store,Concert Hall,General Entertainment","Nightlife Spot,Food,Arts & Entertainment,Travel & Transport,Shop & Service"
76781431_FROM_MY_IN_GB,MY,GB,2.1555743539,2.0322622759,1,0,"Shop & Service,College & University,Professional & Other Places,Travel & Transport,Shop & Service,Shop & Service","Mall,Community College,Office,Airport,Mall,Mall",1,0,"Shop & Service,College & University,Professional & Other Places,Travel & Transport,Shop & Service,Shop & Service,Outdoors & Recreation,Professional & Other Places,College & University,Travel & Transport","Mall,Community College,Office,Airport,Mall,Mall,Golf Course,High School,University,Airport Gate","Mall,Community College,Office,Airport,Golf Course,High School,University,Airport Gate,College Auditorium,Student Center,Medical Center,Building","Shop & Service,College & University,Professional & Other Places,Travel & Transport,Outdoors & Recreation"
7084973_FROM_BR_IN_US,BR,US,2.6982572926,2.5142001799,1,0,"Outdoors & Recreation,Nightlife Spot,Residence,Professional & Other Places,Food,Food","Gym,Bar,Home (private),Factory,Churrascaria,Pizza Place",1,0,"Outdoors & Recreation,Nightlife Spot,Residence,Professional & Other Places,Food,Food,Food,Professional & Other Places,Food,Outdoors & Recreation","Gym,Bar,Home (private),Factory,Churrascaria,Pizza Place,Japanese Restaurant,Event Space,BBQ Joint,Beach","Gym,Bar,Home (private),Factory,Churrascaria,Pizza Place,Japanese Restaurant,Event Space,BBQ Joint,Beach,City,Neighborhood,Restaurant,French Restaurant","Outdoors & Recreation,Nightlife Spot,Residence,Professional & Other Places,Food"
12232634_FROM_MX_IN_US,MX,US,2.1322929636,2.3739685106,0,1,"College & University,Shop & Service,Food,Nightlife Spot,Shop & Service,Shop & Service","Student Center,Bank,Wings Joint,Sports Bar,Supermarket,Candy Store",0,1,"College & University,Shop & Service,Food,Nightlife Spot,Shop & Service,Shop & Service,Food,Professional & Other Places,Shop & Service,Travel & Transport","Student Center,Bank,Wings Joint,Sports Bar,Supermarket,Candy Store,Seafood Restaurant,Office,Automotive Shop,Road","Student Center,Bank,Wings Joint,Sports Bar,Supermarket,Candy Store,Seafood Restaurant,Office,Automotive Shop,Road,Pub,Public Art,Restaurant,Hospital,Building,Mexican Restaurant,Juice Bar,BBQ Joint,Bakery,General Travel,Car Wash,Burger Joint,Gas Station / Garage","College & University,Shop & Service,Food,Nightlife Spot,Professional & Other Places,Travel & Transport,Arts & Entertainment"
40310830_FROM_TR_IN_US,TR,US,2.7312713097,1.9730963342,1,0,"Residence,Shop & Service,Outdoors & Recreation,Travel & Transport,Travel & Transport,Food","Residential Building (Apartment / Condo),Mall,County,Airport,Airport,Gastropub",1,0,"Residence,Shop & Service,Outdoors & Recreation,Travel & Transport,Travel & Transport,Food,Food,Food,Food,Food","Residential Building (Apartment / Condo),Mall,County,Airport,Airport,Gastropub,Dessert Shop,Restaurant,Restaurant,Steakhouse","Residential Building (Apartment / Condo),Mall,County,Airport,Gastropub,Dessert Shop,Restaurant,Steakhouse,Ice Cream Shop,Mosque,Building,Coffee Shop,Conference,Neighborhood,Burger Joint,Art Gallery,Other Great Outdoors,Hospital,Brewery,Nightclub,Soccer Stadium,Tea Room,Café","Residence,Shop & Service,Outdoors & Recreation,Travel & Transport,Food,Professional & Other Places,Event,Arts & Entertainment,Nightlife Spot"
7447204_FROM_JP_IN_US,JP,US,1.4467065393,2.1862409288,1,0,"Travel & Transport,Professional & Other Places,Professional & Other Places,Food,Travel & Transport,Professional & Other Places","Hotel,Government Building,Shrine,Café,Rest Area,Event Space",1,0,"Travel & Transport,Professional & Other Places,Professional & Other Places,Food,Travel & Transport,Professional & Other Places,Outdoors & Recreation,Travel & Transport,Professional & Other Places,Travel & Transport","Hotel,Government Building,Shrine,Café,Rest Area,Event Space,Bridge,Train Station,Building,Airport Gate","Hotel,Government Building,Shrine,Café,Rest Area,Event Space,Bridge,Train Station,Building,Airport Gate,Office,Coffee Shop,Convention Center","Travel & Transport,Professional & Other Places,Food,Outdoors & Recreation"
78208256_FROM_BR_IN_US,BR,US,1.5733387494,2.3539571422,1,0,"Shop & Service,Outdoors & Recreation,Residence,Professional & Other Places,Shop & Service,Food","Financial or Legal Service,Other Great Outdoors,Home (private),City Hall,Bank,Ice Cream Shop",1,0,"Shop & Service,Outdoors & Recreation,Residence,Professional & Other Places,Shop & Service,Food,Residence,Professional & Other Places,Nightlife Spot,Shop & Service","Financial or Legal Service,Other Great Outdoors,Home (private),City Hall,Bank,Ice Cream Shop,Home (private),Medical Center,Bar,Farmers Market","Financial or Legal Service,Other Great Outdoors,Home (private),City Hall,Bank,Ice Cream Shop,Medical Center,Bar,Farmers Market,Burger Joint,Arepa Restaurant,Beach,Housing Development,School,Sandwich Place,Shoe Store,Factory,Office,Laboratory,Ramen / Noodle House,BBQ Joint,Furniture / Home Store,Dentist's Office,Salon / Barbershop,Neighborhood,Plaza,Bus Line,College Classroom,Residential Building (Apartment / Condo),Butcher,Bakery,Real Estate Office,Gastropub,Cheese Shop,Student Center,Clothing Store,Community College,Sports Bar,Women's Store,Hardware Store,Pizza Place,Bus Station,Car Wash,General Entertainment,Hospital,Spa,Doctor's Office,Pet Store,Lingerie Store,Big Box Store,Public Art,Church,Building,Music Venue,Bookstore,Supermarket,City,Seafood Restaurant,Miscellaneous Shop,Brazilian Restaurant,Wine Bar,Automotive Shop,Gym / Fitness Center,Coffee Shop,Asian Restaurant,Baiano Restaurant,Event Space,Park,Subway,Nightclub,Kids Store,Water Park,Mobile Phone Shop,Restaurant,Convenience Store,Village,Grocery Store,Boutique,Gas Station / Garage,Fast Food Restaurant,Car Dealership,Drugstore / Pharmacy,Racetrack,Bowling Alley,Café","Shop & Service,Outdoors & Recreation,Residence,Professional & Other Places,Food,Nightlife Spot,Travel & Transport,College & University,Arts & Entertainment"
4961916_FROM_MX_IN_US,MX,US,2.0144799563,1.7839064691,1,0,"Professional & Other Places,Professional & Other Places,Outdoors & Recreation,Outdoors & Recreation,Travel & Transport,Nightlife Spot","Office,Coworking Space,Other Great Outdoors,Soccer Field,Bus Station,Bar",1,0,"Professional & Other Places,Professional & Other Places,Outdoors & Recreation,Outdoors & Recreation,Travel & Transport,Nightlife Spot,Travel & Transport,Travel & Transport,Professional & Other Places,Nightlife Spot","Office,Coworking Space,Other Great Outdoors,Soccer Field,Bus Station,Bar,Airport,Airport Lounge,Office,Strip Club","Office,Coworking Space,Other Great Outdoors,Soccer Field,Bus Station,Bar,Airport,Airport Lounge,Strip Club,Home (private),Post Office,Building","Professional & Other Places,Outdoors & Recreation,Travel & Transport,Nightlife Spot,Residence"
22080160_FROM_MY_IN_ID,MY,ID,1.5828019707,1.609826473,0,1,"College & University,Shop & Service,Shop & Service,Travel & Transport,Food,Food","College & University,Mall,Mall,Train Station,American Restaurant,Japanese Restaurant",1,0,"College & University,Shop & Service,Shop & Service,Travel & Transport,Food,Food,Travel & Transport,Food,Professional & Other Places,Food","College & University,Mall,Mall,Train Station,American Restaurant,Japanese Restaurant,Airport Terminal,Asian Restaurant,Church,Restaurant","College & University,Mall,Train Station,American Restaurant,Japanese Restaurant,Airport Terminal,Asian Restaurant,Church,Restaurant,Residential Building (Apartment / Condo),Dessert Shop","College & University,Shop & Service,Travel & Transport,Food,Professional & Other Places,Residence"
29198506_FROM_MX_IN_US,MX,US,2.1003042235,2.8858757635,0,1,"Food,Outdoors & Recreation,Outdoors & Recreation,Shop & Service,Professional & Other Places,Residence","Coffee Shop,Park,Park,Nail Salon,Office,Home (private)",1,0,"Food,Outdoors & Recreation,Outdoors & Recreation,Shop & Service,Professional & Other Places,Residence,Travel & Transport,Professional & Other Places,Outdoors & Recreation,Outdoors & Recreation","Coffee Shop,Park,Park,Nail Salon,Office,Home (private),Airport,Office,Park,Park","Coffee Shop,Park,Nail Salon,Office,Home (private),Airport,Seafood Restaurant,Restaurant,Mediterranean Restaurant,Department Store,Residential Building (Apartment / Condo),Supermarket,Gym,Church,Casino,Cosmetics Shop,Hotel,Steakhouse,Government Building,Mall,American Restaurant","Food,Outdoors & Recreation,Shop & Service,Professional & Other Places,Residence,Travel & Transport,Arts & Entertainment"
38625731_FROM_BR_IN_US,BR,US,2.4103489087,2.0458161528,0,1,"Food,Residence,Professional & Other Places,Travel & Transport,Travel & Transport,Travel & Transport","Ice Cream Shop,Home (private),Factory,Airport,Airport Terminal,Airport",0,1,"Food,Residence,Professional & Other Places,Travel & Transport,Travel & Transport,Travel & Transport,Travel & Transport,Professional & Other Places,Travel & Transport,Travel & Transport","Ice Cream Shop,Home (private),Factory,Airport,Airport Terminal,Airport,Plane,Church,Rental Car Location,Airport","Ice Cream Shop,Home (private),Factory,Airport,Airport Terminal,Plane,Church,Rental Car Location,Bar,Gas Station / Garage,Convenience Store,Event Space,Military Base,Café,Fruit & Vegetable Store,Neighborhood,Office,Lottery Retailer,Miscellaneous Shop,Auditorium,Soccer Stadium,Restaurant,Market,Coworking Space,Lake,Airport Gate,Student Center,Auto Garage,Other Great Outdoors,Clothing Store,Warehouse,Intersection,Locksmith,Mountain,Liquor Store,Housing Development,ATM,Automotive Shop,Car Dealership,Big Box Store,General Entertainment,Snack Place,Medical School,Frame Store,Road,Drugstore / Pharmacy,Government Building,Water Park,Pool","Food,Residence,Professional & Other Places,Travel & Transport,Nightlife Spot,Shop & Service,Outdoors & Recreation,Arts & Entertainment,College & University"
70311288_FROM_US_IN_BR,US,BR,2.2648561798,2.8442163031,1,0,"Travel & Transport,Food,Food,Food,Outdoors & Recreation,Food","Airport,American Restaurant,Coffee Shop,Fast Food Restaurant,Gym,Café",1,0,"Travel & Transport,Food,Food,Food,Outdoors & Recreation,Food,Food,Shop & Service,Shop & Service,Travel & Transport","Airport,American Restaurant,Coffee Shop,Fast Food Restaurant,Gym,Café,American Restaurant,Grocery Store,Mall,Airport","Airport,American Restaurant,Coffee Shop,Fast Food Restaurant,Gym,Café,Grocery Store,Mall,Wings Joint,Movie Theater,Multiplex,Go Kart Track","Travel & Transport,Food,Outdoors & Recreation,Shop & Service,Arts & Entertainment"
25848926_FROM_BR_IN_US,BR,US,2.3265286482,1.897515224,0,1,"Food,Food,Shop & Service,Professional & Other Places,Nightlife Spot,Nightlife Spot","Fast Food Restaurant,Bakery,Mall,Building,Bar,Bar",1,0,"Food,Food,Shop & Service,Professional & Other Places,Nightlife Spot,Nightlife Spot,Nightlife Spot,Residence,Residence,Arts & Entertainment","Fast Food Restaurant,Bakery,Mall,Building,Bar,Bar,Nightclub,Home (private),Residential Building (Apartment / Condo),Theater","Fast Food Restaurant,Bakery,Mall,Building,Bar,Nightclub,Home (private),Residential Building (Apartment / Condo),Theater,Church,General Entertainment,Neighborhood,Food Truck,Clothing Store,Snack Place,Italian Restaurant,Government Building,Electronics Store,Park,College & University,Indie Movie Theater,Café,Burger Joint,Sporting Goods Shop,Pizza Place,Convention Center,Japanese Restaurant,Theme Park","Food,Shop & Service,Professional & Other Places,Nightlife Spot,Residence,Arts & Entertainment,Outdoors & Recreation,College & University"
14531267_FROM_TR_IN_GB,TR,GB,1.2998831389,2.4323921695,1,0,"Food,Outdoors & Recreation,Shop & Service,Food,Outdoors & Recreation,College & University","Restaurant,Gym / Fitness Center,Salon / Barbershop,Café,Other Great Outdoors,Student Center",1,0,"Food,Outdoors & Recreation,Shop & Service,Food,Outdoors & Recreation,College & University,Food,Food,Food,Shop & Service","Restaurant,Gym / Fitness Center,Salon / Barbershop,Café,Other Great Outdoors,Student Center,Restaurant,Pizza Place,Steakhouse,Mall","Restaurant,Gym / Fitness Center,Salon / Barbershop,Café,Other Great Outdoors,Student Center,Pizza Place,Steakhouse,Mall,Coffee Shop,Multiplex,Fish & Chips Shop,American Restaurant,Dessert Shop,Airport,Seafood Restaurant,Fast Food Restaurant,Bar,Beer Garden,Turkish Restaurant,Pub,Historic Site,Airport Lounge","Food,Outdoors & Recreation,Shop & Service,College & University,Arts & Entertainment,Travel & Transport,Nightlife Spot"
16531944_FROM_MY_IN_ID,MY,ID,1.8471000913,1.72532139,1,0,"Residence,Food,Professional & Other Places,Food,Food,Food","Home (private),Café,Government Building,Restaurant,Fast Food Restaurant,Malaysian Restaurant",0,0,"Travel & Transport,Travel & Transport,Travel & Transport,Travel & Transport,Travel & Transport,Food,Travel & Transport,Travel & Transport,Travel & Transport,Shop & Service","Airport,Airport Terminal,Subway,Airport,Train Station,Japanese Restaurant,Subway,Train Station,Light Rail,Bath House","Home (private),Café,Government Building,Restaurant,Fast Food Restaurant,Malaysian Restaurant","Residence,Food,Professional & Other Places"
44932331_FROM_TR_IN_GB,TR,GB,1.467274165,1.5848409715,1,0,"Outdoors & Recreation,Outdoors & Recreation,Travel & Transport,Arts & Entertainment,Outdoors & Recreation,Outdoors & Recreation","Neighborhood,Neighborhood,Airport,Performing Arts Venue,Neighborhood,Neighborhood",1,0,"Outdoors & Recreation,Outdoors & Recreation,Travel & Transport,Arts & Entertainment,Outdoors & Recreation,Outdoors & Recreation,Food,Shop & Service,Outdoors & Recreation,Residence","Neighborhood,Neighborhood,Airport,Performing Arts Venue,Neighborhood,Neighborhood,Seafood Restaurant,Gourmet Shop,Neighborhood,Housing Development","Neighborhood,Airport,Performing Arts Venue,Seafood Restaurant,Gourmet Shop,Housing Development,Dessert Shop,Frozen Yogurt,Steakhouse,Building,Dentist's Office,Restaurant","Outdoors & Recreation,Travel & Transport,Arts & Entertainment,Food,Shop & Service,Residence,Professional & Other Places"
1653687_FROM_BR_IN_US,BR,US,2.6502944025,2.2131860367,1,0,"Food,Travel & Transport,Travel & Transport,Travel & Transport,Nightlife Spot,Event","Sushi Restaurant,Airport,Airport,Hotel,Bar,Other Event",1,0,"Food,Travel & Transport,Travel & Transport,Travel & Transport,Nightlife Spot,Event,Travel & Transport,Food,Food,Arts & Entertainment","Sushi Restaurant,Airport,Airport,Hotel,Bar,Other Event,Airport,Italian Restaurant,Burger Joint,Multiplex","Sushi Restaurant,Airport,Hotel,Bar,Other Event,Italian Restaurant,Burger Joint,Multiplex,Mall,Turkish Restaurant,Convention Center,Coffee Shop,Pizza Place,Pub,Gastropub,Mexican Restaurant,Australian Restaurant","Food,Travel & Transport,Nightlife Spot,Event,Arts & Entertainment,Shop & Service,Professional & Other Places"
83021927_FROM_MY_IN_ID,MY,ID,0.9169443576,1.6980706394,0,1,"Food,Food,Shop & Service,Travel & Transport,Food,Outdoors & Recreation","Chinese Restaurant,Chinese Restaurant,Grocery Store,Airport,Dessert Shop,Neighborhood",1,0,"Food,Food,Shop & Service,Travel & Transport,Food,Outdoors & Recreation,Shop & Service,Professional & Other Places,Shop & Service,Food","Chinese Restaurant,Chinese Restaurant,Grocery Store,Airport,Dessert Shop,Neighborhood,Mall,Government Building,Mall,Chinese Restaurant","Chinese Restaurant,Grocery Store,Airport,Dessert Shop,Neighborhood,Mall,Government Building,High School,Food Court,Malaysian Restaurant,Bakery,Restaurant,Arcade,Sandwich Place,Asian Restaurant,Clothing Store,Burger Joint,Coffee Shop,Ice Cream Shop,Park,Middle Eastern Restaurant,Supermarket,Farmers Market,Café,Other Great Outdoors,Japanese Restaurant,Sushi Restaurant,Fast Food Restaurant,Night Market,Buddhist Temple,Hotel,Indian Restaurant","Food,Shop & Service,Travel & Transport,Outdoors & Recreation,Professional & Other Places,Arts & Entertainment,Nightlife Spot"
17340692_FROM_MX_IN_US,MX,US,2.3562003462,2.166241594,1,0,"Nightlife Spot,Shop & Service,Professional & Other Places,Travel & Transport,Travel & Transport,Food","Beer Garden,Mall,Monument / Landmark,Bus Station,Airport,Wings Joint",1,0,"Nightlife Spot,Shop & Service,Professional & Other Places,Travel & Transport,Travel & Transport,Food,Nightlife Spot,Outdoors & Recreation,Travel & Transport,Shop & Service","Beer Garden,Mall,Monument / Landmark,Bus Station,Airport,Wings Joint,Bar,Plaza,Bus Line,Mall","Beer Garden,Mall,Monument / Landmark,Bus Station,Airport,Wings Joint,Bar,Plaza,Bus Line","Nightlife Spot,Shop & Service,Professional & Other Places,Travel & Transport,Food,Outdoors & Recreation"
57122015_FROM_BR_IN_GB,BR,GB,1.8555155461,1.8995420218,0,1,"College & University,Outdoors & Recreation,Outdoors & Recreation,Nightlife Spot,Food,Outdoors & Recreation","Community College,Plaza,City,Nightclub,American Restaurant,Plaza",0,1,"College & University,Outdoors & Recreation,Outdoors & Recreation,Nightlife Spot,Food,Outdoors & Recreation,Professional & Other Places,Event,Food,Arts & Entertainment","Community College,Plaza,City,Nightclub,American Restaurant,Plaza,Building,Street Fair,BBQ Joint,General Entertainment","Community College,Plaza,City,Nightclub,American Restaurant,Building,Street Fair,BBQ Joint,General Entertainment,Residential Building (Apartment / Condo),Military Base,Funeral Home,Home (private),General Travel,Aquarium,Bed & Breakfast,Professional & Other Places,History Museum,Gift Shop,Art Gallery,Tech Startup,Bank,Mall,Northeastern Brazilian Restaurant,Event Space,Ice Cream Shop,Paper / Office Supplies Store,Convenience Store,Bus Station,Clothing Store,Optical Shop,Community Center,Gas Station / Garage,Photography Lab,Brazilian Restaurant,Internet Cafe,Student Center,Trade School,Post Office,Bakery,Middle School,Bar,Housing Development,Government Building,Diner,Elementary School,Voting Booth,Soup Place,Tram,Department Store,Financial or Legal Service,Moving Target,City Hall,Parking,Performing Arts Venue,Pizza Place,Public Art,Medical School,School,Gaming Cafe,Bus Line,Salon / Barbershop,Auditorium,Hospital,Furniture / Home Store,Boutique,Wine Bar,Assisted Living,Spanish Restaurant,Beach,Electronics Store,Automotive Shop,Lake,Factory,Hardware Store,Car Dealership,Water Park,Speakeasy,High School,Gymnastics Gym,Steakhouse,Conference Room,Airport,Soccer Stadium,Doctor's Office,Road,Hotel,Concert Hall,Medical Center,Bike Shop,Rest Area,Women's Store,Grocery Store,Cosmetics Shop,Afghan Restaurant,Market,Office,Farm","College & University,Outdoors & Recreation,Nightlife Spot,Food,Professional & Other Places,Event,Arts & Entertainment,Residence,Travel & Transport,Shop & Service"
57122015_FROM_BR_IN_JP,BR,JP,1.8555155461,1.3944273207,0,1,"College & University,Outdoors & Recreation,Outdoors & Recreation,Nightlife Spot,Food,Outdoors & Recreation","Community College,Plaza,City,Nightclub,American Restaurant,Plaza",0,1,"College & University,Outdoors & Recreation,Outdoors & Recreation,Nightlife Spot,Food,Outdoors & Recreation,Professional & Other Places,Event,Food,Arts & Entertainment","Community College,Plaza,City,Nightclub,American Restaurant,Plaza,Building,Street Fair,BBQ Joint,General Entertainment","Community College,Plaza,City,Nightclub,American Restaurant,Building,Street Fair,BBQ Joint,General Entertainment,Residential Building (Apartment / Condo),Military Base,Funeral Home,Home (private),General Travel,Aquarium,Bed & Breakfast,Professional & Other Places,History Museum,Gift Shop,Art Gallery,Tech Startup,Bank,Mall,Northeastern Brazilian Restaurant,Event Space,Ice Cream Shop,Paper / Office Supplies Store,Convenience Store,Bus Station,Clothing Store,Optical Shop,Community Center,Gas Station / Garage,Photography Lab,Brazilian Restaurant,Internet Cafe,Student Center,Trade School,Post Office,Bakery,Middle School,Bar,Housing Development,Government Building,Diner,Elementary School,Voting Booth,Soup Place,Tram,Department Store,Financial or Legal Service,Moving Target,City Hall,Parking,Performing Arts Venue,Pizza Place,Public Art,Medical School,School,Gaming Cafe,Bus Line,Salon / Barbershop,Auditorium,Hospital,Furniture / Home Store,Boutique,Wine Bar,Assisted Living,Spanish Restaurant,Beach,Electronics Store,Automotive Shop,Lake,Factory,Hardware Store,Car Dealership,Water Park,Speakeasy,High School,Gymnastics Gym,Steakhouse,Conference Room,Airport,Soccer Stadium,Doctor's Office,Road,Hotel,Concert Hall,Medical Center,Bike Shop,Rest Area,Women's Store,Grocery Store,Cosmetics Shop,Afghan Restaurant,Market,Office,Farm","College & University,Outdoors & Recreation,Nightlife Spot,Food,Professional & Other Places,Event,Arts & Entertainment,Residence,Travel & Transport,Shop & Service"
